Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i199_2_an_NA_eight	i199_2_an_NA_eight	(#\d{1,3}) 2 11994	eeg_3	eeg_3_a	199	31990	11994	5	an	NA	eight	Jenny sat down to play blackjack. Her first card was an eight and her next was a queen.	i199_2_an	norm_4	Jenny sat down to play blackjack. Her first card was an	0.562	0.000	0.000	0.000	0.000	0.065	0.065	0.065	0.065	0.643	0.655	[ace]	0.879	[ace]	[vowel]	0.935	1.000	31.000	33.000	0.643	0.655	[ace]	0.879	[ace]	[vowel]	0.935	1.000	31.000	33.000	0.000	14.000	18.000
i199_2_a__NA_king	i199_2_a__NA_king	(#\d{1,3}) 2 11993	eeg_3	eeg_3_b	199	31990	11993	5	a	NA	king	Jenny sat down to play blackjack. Her first card was a king and her next was a queen.	i199_2_a_	norm_4	Jenny sat down to play blackjack. Her first card was a	0.312	0.000	0.062	0.000	0.062	0.387	0.387	0.387	0.387	0.152	0.192	[king]	0.222	[king]	[consonant]	0.387	0.000	31.000	54.000	0.152	0.192	[king]	0.222	[king]	[consonant]	0.387	0.000	31.000	54.000	0.000	14.000	18.000
i200_2_an_NA_Eskimo	i200_2_an_NA_Eskimo	(#\d{1,3}) 2 12004	eeg_3	eeg_3_a	200	32000	12004	7	an	NA	Eskimo	It was hard to tell what Shawn's costume was supposed to be. He said he was dressed as an Eskimo but he looked like Napoleon.	i200_2_an	norm_4	It was hard to tell what Shawn's costume was supposed to be. He said he was dressed as an	0.094	0.000	0.000	0.000	0.000	0.065	0.065	0.000	0.000	0.016	0.020	[alien]	0.071	[alien]	[vowel]	0.097	1.000	31.000	42.000	0.016	0.020	[alien]	0.071	[alien]	[vowel]	0.097	1.000	31.000	42.000	0.000	28.000	4.000
i200_2_a__NA_pirate	i200_2_a__NA_pirate	(#\d{1,3}) 2 12003	eeg_3	eeg_3_b	200	32000	12003	7	a	NA	pirate	It was hard to tell what Shawn's costume was supposed to be. He said he was dressed as a pirate but he looked like Napoleon.	i200_2_a_	norm_4	It was hard to tell what Shawn's costume was supposed to be. He said he was dressed as a	0.750	0.000	0.031	0.000	0.031	0.129	0.129	0.129	0.129	0.025	0.030	[pirate]	0.108	[pirate]	[consonant]	0.129	0.000	31.000	37.000	0.025	0.030	[pirate]	0.108	[pirate]	[consonant]	0.129	0.000	31.000	37.000	0.000	28.000	4.000
i201_2_an_NA_admirer	i201_2_an_NA_admirer	(#\d{1,3}) 2 12014	eeg_3	eeg_3_a	201	32010	12014	4	an	NA	admirer	Betsy is so happy these days. She finally has an admirer she's crazy about.	i201_2_an	norm_4	Betsy is so happy these days. She finally has an	0.000	0.000	0.000	0.000	0.000	0.031	0.031	0.031	0.031	0.042	0.051	[amazing, apartment, boyfriend, job]	0.068	[amazing, apartment]	[vowel, vowel]	0.125	0.000	32.000	59.000	0.042	0.051	[amazing, apartment, boyfriend, job]	0.068	[amazing, apartment]	[vowel, vowel]	0.125	0.000	32.000	59.000	0.000	32.000	0.000
i201_2_a__NA_boyfriend	i201_2_a__NA_boyfriend	(#\d{1,3}) 2 12013	eeg_3	eeg_3_b	201	32010	12013	4	a	NA	boyfriend	Betsy is so happy these days. She finally has a boyfriend she's crazy about.	i201_2_a_	norm_4	Betsy is so happy these days. She finally has a	0.719	0.000	0.375	0.000	0.375	0.581	0.581	0.581	0.581	0.283	0.344	[boyfriend]	0.486	[boyfriend]	[consonant]	0.581	0.000	31.000	37.000	0.283	0.344	[boyfriend]	0.486	[boyfriend]	[consonant]	0.581	0.000	31.000	37.000	0.000	32.000	0.000
i202_2_an_NA_arch	i202_2_an_NA_arch	(#\d{1,3}) 2 12024	eeg_3	eeg_3_a	202	32020	12024	8	an	NA	arch	We didn't have very good seats at the show. My line of sight was blocked by an arch so I decided to move.	i202_2_an	norm_4	We didn't have very good seats. My line of sight was blocked by an	0.036	0.000	0.000	0.000	0.000	0.031	0.031	0.031	0.031	0.053	0.047	[man]	0.141	[old]	[vowel]	0.156	0.000	32.000	71.000	0.046	0.026	[man]	0.141	[enormous, old]	[vowel, vowel]	0.094	0.000	32.000	71.000	4.000	27.000	1.000
i202_2_a__NA_pole	i202_2_a__NA_pole	(#\d{1,3}) 2 12023	eeg_3	eeg_3_b	202	32020	12023	8	a	NA	pole	We didn't have very good seats at the show. My line of sight was blocked by a pole so I decided to move.	i202_2_a_	norm_4	We didn't have very good seats. My line of sight was blocked by a	0.679	0.000	0.179	0.000	0.179	0.194	0.194	0.194	0.194	0.056	0.067	[man]	0.155	[pole]	[consonant]	0.194	0.000	31.000	58.000	0.056	0.067	[man]	0.155	[pole]	[consonant]	0.194	0.000	31.000	58.000	4.000	27.000	1.000
i203_2_an_NA_alley	i203_2_an_NA_alley	(#\d{1,3}) 2 12034	eeg_3	eeg_3_a	203	32030	12034	6	an	NA	alley	The boys blocked our path. They pushed my brother into an alley and stole his backpack.	i203_2_an	norm_4	The boys blocked our path. They pushed my brother into an	0.000	0.000	0.031	0.000	0.031	0.258	0.258	0.258	0.258	0.076	0.118	[alley]	0.148	[alley]	[vowel]	0.258	1.000	31.000	54.000	0.076	0.118	[alley]	0.148	[alley]	[vowel]	0.258	1.000	31.000	54.000	0.000	31.000	1.000
i203_2_a__NA_ditch	i203_2_a__NA_ditch	(#\d{1,3}) 2 12033	eeg_3	eeg_3_b	203	32030	12033	6	a	NA	ditch	The boys blocked our path. They pushed my brother into a ditch and stole his backpack.	i203_2_a_	norm_4	The boys blocked our path. They pushed my brother into a	0.281	0.000	0.031	0.000	0.031	0.233	0.233	0.233	0.233	0.114	0.124	[puddle]	0.235	[ditch]	[consonant]	0.233	1.000	30.000	34.000	0.114	0.124	[puddle]	0.235	[ditch]	[consonant]	0.233	1.000	30.000	34.000	0.000	31.000	1.000
i204_2_an_NA_outfit	i204_2_an_NA_outfit	(#\d{1,3}) 2 12044	eeg_3	eeg_3_a	204	32040	12044	8	an	NA	outfit	Molly was getting dressed for work. She looked through her closet to find an outfit to wear.	i204_2_an	norm_4	Molly was getting dressed for work. She looked through her closet to find an	0.031	0.000	0.031	0.000	0.031	0.355	0.387	0.355	0.387	0.103	0.177	[outfit]	0.218	[outfit]	[vowel]	0.355	1.000	31.000	55.000	0.103	0.177	[outfit]	0.218	[outfit]	[vowel]	0.355	1.000	31.000	55.000	0.000	31.000	1.000
i204_2_a__NA_blouse	i204_2_a__NA_blouse	(#\d{1,3}) 2 12043	eeg_3	eeg_3_b	204	32040	12043	8	a	NA	blouse	Molly was getting dressed for work. She looked through her closet to find a blouse to wear.	i204_2_a_	norm_4	Molly was getting dressed for work. She looked through her closet to find a	0.625	0.000	0.188	0.000	0.188	0.233	0.300	0.233	0.300	0.073	0.084	[blouse]	0.225	[blouse]	[consonant]	0.233	1.000	30.000	40.000	0.073	0.084	[blouse]	0.225	[blouse]	[consonant]	0.233	1.000	30.000	40.000	0.000	31.000	1.000
i205_2_a__NA_safe	i205_2_a__NA_safe	(#\d{1,3}) 2 12053	eeg_3	eeg_3_a	205	32050	12053	6	a	NA	safe	A burglar broke into the Smith's home last month. For security purposes they installed a safe in a hidden location.	i205_2_a_	norm_5	A burglar broke into the Smith's home last month. For security purposes they installed a	0.188	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.156	0.211	[alarm]	0.226	[security]	[consonant]	0.433	2.000	30.000	62.000	0.156	0.211	[alarm]	0.226	[security]	[consonant]	0.433	2.000	30.000	62.000	0.000	9.000	23.000
i205_2_an_NA_alarm	i205_2_an_NA_alarm	(#\d{1,3}) 2 12054	eeg_3	eeg_3_b	205	32050	12054	6	an	NA	alarm	A burglar broke into the Smith's home last month. For security purposes they installed an alarm in a hidden location.	i205_2_an	norm_5	A burglar broke into the Smith's home last month. For security purposes they installed an	0.719	0.000	0.719	0.000	0.719	0.935	0.968	0.935	0.968	0.483	0.742	[alarm]	0.732	[alarm]	[vowel]	0.935	1.000	31.000	41.000	0.483	0.742	[alarm]	0.732	[alarm]	[vowel]	0.935	1.000	31.000	41.000	0.000	9.000	23.000
i206_2_an_NA_asteroid	i206_2_an_NA_asteroid	(#\d{1,3}) 2 12064	eeg_3	eeg_3_a	206	32060	12064	9	an	NA	asteroid	Astronomers downplayed the likelihood of imminent disaster. They doubted that Earth would ever collide with an asteroid or space debris.	i206_2_an	norm_5	Astronomers played down the likelihood of imminent disaster. They doubted that Earth would ever collide with an	0.281	0.000	0.281	0.000	0.281	0.933	0.933	0.933	0.933	0.735	0.735	[asteroid]	0.933	[asteroid]	[vowel]	0.933	2.000	30.000	30.000	0.735	0.735	[asteroid]	0.933	[asteroid]	[vowel]	0.933	2.000	30.000	30.000	0.000	23.000	9.000
i206_2_a__NA_comet	i206_2_a__NA_comet	(#\d{1,3}) 2 12063	eeg_3	eeg_3_b	206	32060	12063	9	a	NA	comet	Astronomers downplayed the likelihood of imminent disaster. They doubted that Earth would ever collide with a comet or space debris.	i206_2_a_	norm_5	Astronomers played down the likelihood of imminent disaster. They doubted that Earth would ever collide with a	0.156	0.000	0.000	0.000	0.000	0.290	0.290	0.290	0.290	0.196	0.225	[meteor]	0.353	[meteor]	[consonant]	0.387	1.000	31.000	34.000	0.196	0.225	[meteor]	0.353	[meteor]	[consonant]	0.387	1.000	31.000	34.000	0.000	23.000	9.000
i207_2_an_NA_outsider	i207_2_an_NA_outsider	(#\d{1,3}) 2 12074	eeg_3	eeg_3_a	207	32070	12074	9	an	NA	outsider	At school Jeff never felt like he fit in. He always considered himself to be somewhat of an outsider in his class.	i207_2_an	norm_5	At school Jeff never felt like he fit in. He always consider himself to be somewhat of an	0.500	0.062	0.281	0.062	0.281	0.233	0.233	0.233	0.233	0.269	0.302	[outcast]	0.471	[outcast]	[vowel]	0.533	2.000	30.000	34.000	0.269	0.302	[outcast]	0.471	[outcast]	[vowel]	0.533	2.000	30.000	34.000	0.000	13.000	19.000
i207_2_a__NA_loner	i207_2_a__NA_loner	(#\d{1,3}) 2 12073	eeg_3	eeg_3_b	207	32070	12073	9	a	NA	loner	At school Jeff never felt like he fit in. He always considered himself to be somewhat of a loner in his class.	i207_2_a_	norm_5	At school Jeff never felt like he fit in. He always consider himself to be somewhat of a	0.438	0.000	0.281	0.000	0.281	0.613	0.613	0.613	0.613	0.332	0.358	[loner]	0.576	[loner]	[consonant]	0.613	1.000	31.000	33.000	0.332	0.358	[loner]	0.576	[loner]	[consonant]	0.613	1.000	31.000	33.000	0.000	13.000	19.000
i208_2_a__NA_place	i208_2_a__NA_place	(#\d{1,3}) 2 12083	eeg_3	eeg_3_a	208	32080	12083	8	a	NA	place	Before traveling to Italy I wanted to book my hotel. The travel agent helped me to find a place in Florence.	i208_2_a_	norm_5	Before traveling to Italy I wanted to book my hotel. The travel agent helped me to find a	0.750	0.000	0.000	0.000	0.000	0.033	0.167	0.033	0.167	0.094	0.111	[hotel]	0.205	[hotel]	[consonant]	0.233	2.000	30.000	39.000	0.094	0.111	[hotel]	0.205	[hotel]	[consonant]	0.233	2.000	30.000	39.000	0.000	32.000	0.000
i208_2_an_NA_accommodation	i208_2_an_NA_accommodation	(#\d{1,3}) 2 12084	eeg_3	eeg_3_b	208	32080	12084	8	an	NA	accommodation	Before traveling to Italy I wanted to book my hotel. The travel agent helped me to find an accommodation in Florence.	i208_2_an	norm_5	Before traveling to Italy I wanted to book my hotel. The travel agent helped me to find an	0.000	0.000	0.000	0.000	0.000	0.065	0.065	0.065	0.065	0.070	0.104	[affordable, inexpensive]	0.107	[affordable, inexpensive]	[vowel, vowel]	0.194	1.000	31.000	56.000	0.069	0.100	[affordable, inexpensive]	0.107	[affordable, inexpensive]	[vowel, vowel]	0.194	1.000	31.000	56.000	0.000	32.000	0.000
i209_2_a__NA_box	i209_2_a__NA_box	(#\d{1,3}) 2 12093	eeg_3	eeg_3_a	209	32090	12093	6	a	NA	box	Dottie's late husband had chosen to be cremated. She kept his ashes in a box on the mantel.	i209_2_a_	norm_5	Dottie's late husband had chosen to be cremated. She kept his ashes in a	0.312	0.000	0.000	0.000	0.000	0.067	0.100	0.067	0.100	0.127	0.128	[jar]	0.243	[jar]	[consonant]	0.300	2.000	30.000	37.000	0.127	0.128	[jar]	0.243	[jar]	[consonant]	0.300	2.000	30.000	37.000	0.000	12.000	20.000
i209_2_an_NA_urn	i209_2_an_NA_urn	(#\d{1,3}) 2 12094	eeg_3	eeg_3_b	209	32090	12094	6	an	NA	urn	Dottie's late husband had chosen to be cremated. She kept his ashes in an urn on the mantel.	i209_2_an	norm_5	Dottie's late husband had chosen to be cremated. She kept his ashes in an	0.594	0.000	0.594	0.000	0.594	0.806	0.839	0.806	0.839	0.454	0.569	[urn]	0.722	[urn]	[vowel]	0.806	1.000	31.000	36.000	0.454	0.569	[urn]	0.722	[urn]	[vowel]	0.806	1.000	31.000	36.000	0.000	12.000	20.000
i210_2_an_NA_aquarium	i210_2_an_NA_aquarium	(#\d{1,3}) 2 12104	eeg_3	eeg_3_a	210	32100	12104	10	an	NA	aquarium	Eddy wanted to buy some fish to keep as pets. Before taking the fish home he needed to buy an aquarium to keep them in.	i210_2_an	norm_5	Eddy wanted to buy some fish to keep as pets. Before taking the fish home he needed to buy an	0.281	0.000	0.281	0.000	0.281	0.867	0.867	0.867	0.867	0.522	0.617	[aquarium]	0.765	[aquarium]	[vowel]	0.867	2.000	30.000	34.000	0.522	0.617	[aquarium]	0.765	[aquarium]	[vowel]	0.867	2.000	30.000	34.000	0.000	23.000	9.000
i210_2_a__NA_bowl	i210_2_a__NA_bowl	(#\d{1,3}) 2 12103	eeg_3	eeg_3_b	210	32100	12103	10	a	NA	bowl	Eddy wanted to buy some fish to keep as pets. Before taking the fish home he needed to buy a bowl to keep them in.	i210_2_a_	norm_5	Eddy wanted to buy some fish to keep as pets. Before taking the fish home he needed to buy a	0.562	0.000	0.094	0.000	0.094	0.161	0.194	0.161	0.194	0.195	0.184	[tank]	0.558	[tank]	[consonant]	0.452	1.000	31.000	43.000	0.195	0.184	[tank]	0.558	[tank]	[consonant]	0.452	1.000	31.000	43.000	0.000	23.000	9.000
i211_2_an_NA_aunt	i211_2_an_NA_aunt	(#\d{1,3}) 2 12114	eeg_3	eeg_3_a	211	32110	12114	8	an	NA	aunt	Emily was adopted and wanted to research her biological family. She just found out that she had an aunt in a nearby town.	i211_2_an	norm_5	Emily was adopted and wanted to research her biological family. She just found out that she had an	0.031	0.000	0.000	0.000	0.000	0.233	0.233	0.233	0.233	0.120	0.165	[uncle]	0.205	[uncle]	[vowel]	0.300	2.000	30.000	44.000	0.120	0.165	[uncle]	0.205	[uncle]	[vowel]	0.300	2.000	30.000	44.000	0.000	30.000	2.000
i211_2_a__NA_sister	i211_2_a__NA_sister	(#\d{1,3}) 2 12113	eeg_3	eeg_3_b	211	32110	12113	8	a	NA	sister	Emily was adopted and wanted to research her biological family. She just found out that she had a sister in a nearby town.	i211_2_a_	norm_5	Emily was adopted and wanted to research her biological family. She just found out that she had a	0.562	0.000	0.219	0.000	0.281	0.516	0.516	0.516	0.516	0.287	0.322	[sister]	0.421	[sister]	[consonant]	0.516	1.000	31.000	38.000	0.287	0.322	[sister]	0.421	[sister]	[consonant]	0.516	1.000	31.000	38.000	0.000	30.000	2.000
i212_2_a__NA_problem	i212_2_a__NA_problem	(#\d{1,3}) 2 12123	eeg_3	eeg_3_a	212	32120	12123	7	a	NA	problem	Ann's algebra teacher wanted her to prove she had done her own homework. The teacher asked Ann to solve a problem on the board.	i212_2_a_	norm_5	Emma's algebra teacher wanted her to prove she had done her own homework. The teacher asked Emma to solve a	0.594	0.000	0.719	0.000	0.875	0.833	0.967	0.833	0.967	0.419	0.582	[problem]	0.763	[problem]	[consonant]	0.833	2.000	30.000	38.000	0.419	0.582	[problem]	0.763	[problem]	[consonant]	0.833	2.000	30.000	38.000	0.000	29.000	3.000
i212_2_an_NA_example	i212_2_an_NA_example	(#\d{1,3}) 2 12124	eeg_3	eeg_3_b	212	32120	12124	7	an	NA	example	Ann's algebra teacher wanted her to prove she had done her own homework. The teacher asked Ann to solve an example on the board.	i212_2_an	norm_5	Emma's algebra teacher wanted her to prove she had done her own homework. The teacher asked Emma to solve an	0.062	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.477	0.592	[equation]	0.743	[equation]	[vowel]	0.839	1.000	31.000	35.000	0.477	0.592	[equation]	0.743	[equation]	[vowel]	0.839	1.000	31.000	35.000	0.000	29.000	3.000
i213_2_an_NA_apricot	i213_2_an_NA_apricot	(#\d{1,3}) 2 12134	eeg_3	eeg_3_a	213	32130	12134	8	an	NA	apricot	Every day Mike's wife includes a different fruit in his lunch box. The mystery fruit she packed today was an apricot from their tree.	i213_2_an	norm_5	Every day Mike's wife includes a different fruit in his lunch box. The mystery fruit she packed today was an	0.406	0.000	0.062	0.000	0.062	0.067	0.067	0.067	0.067	0.322	0.311	[apple]	0.516	[apple]	[vowel]	0.533	2.000	30.000	31.000	0.322	0.311	[apple]	0.516	[apple]	[vowel]	0.533	2.000	30.000	31.000	0.000	16.000	16.000
i213_2_a__NA_pear	i213_2_a__NA_pear	(#\d{1,3}) 2 12133	eeg_3	eeg_3_b	213	32130	12133	8	a	NA	pear	Every day Mike's wife includes a different fruit in his lunch box. The mystery fruit she packed today was a pear from their tree.	i213_2_a_	norm_5	Every day Mike's wife includes a different fruit in his lunch box. The mystery fruit she packed today was a	0.344	0.000	0.031	0.000	0.031	0.226	0.226	0.226	0.226	0.269	0.274	[banana]	0.469	[banana]	[consonant]	0.484	1.000	31.000	32.000	0.269	0.274	[banana]	0.469	[banana]	[consonant]	0.484	1.000	31.000	32.000	0.000	16.000	16.000
i214_2_a__NA_soprano	i214_2_a__NA_soprano	(#\d{1,3}) 2 12143	eeg_3	eeg_3_a	214	32140	12143	10	a	NA	soprano	Every student had to audition for choir. With my voice range I consider myself to be a soprano or contralto.	i214_2_a_	norm_5	Every student had to audition for choir. With my voice range I consider myself to be a	0.531	0.000	0.188	0.000	0.188	0.367	0.367	0.367	0.367	0.146	0.187	[soprano]	0.268	[soprano]	[consonant]	0.367	2.000	30.000	41.000	0.146	0.187	[soprano]	0.268	[soprano]	[consonant]	0.367	2.000	30.000	41.000	0.000	23.000	9.000
i214_2_an_NA_alto	i214_2_an_NA_alto	(#\d{1,3}) 2 12144	eeg_3	eeg_3_b	214	32140	12144	10	an	NA	alto	Every student had to audition for choir. With my voice range I consider myself to be an alto or contralto.	i214_2_an	norm_5	Every student had to audition for choir. With my voice range I consider myself to be an	0.062	0.031	0.094	0.031	0.094	0.645	0.645	0.645	0.645	0.299	0.403	[alto]	0.513	[alto]	[vowel]	0.645	1.000	31.000	39.000	0.299	0.403	[alto]	0.513	[alto]	[vowel]	0.645	1.000	31.000	39.000	0.000	23.000	9.000
i215_2_an_NA_interview	i215_2_an_NA_interview	(#\d{1,3}) 2 12154	eeg_3	eeg_3_a	215	32150	12154	9	an	NA	interview	Hannah applied for the job weeks ago. The company finally called back to set up an interview with her.	i215_2_an	norm_5	Hannah applied for the job weeks ago. The company finally called back to set up an	0.969	0.000	0.781	0.000	0.781	0.633	0.633	0.633	0.633	0.052	0.052	[interview]	0.633	[interview]	[vowel]	0.633	2.000	30.000	30.000	0.052	0.052	[interview]	0.633	[interview]	[vowel]	0.633	2.000	30.000	30.000	0.000	1.000	31.000
i215_2_a__NA_time	i215_2_a__NA_time	(#\d{1,3}) 2 12153	eeg_3	eeg_3_b	215	32150	12153	9	a	NA	time	Hannah applied for the job weeks ago. The company finally called back to set up a time with her.	i215_2_a_	norm_5	Hannah applied for the job weeks ago. The company finally called back to set up a	0.031	0.000	0.000	0.000	0.000	0.097	0.129	0.097	0.129	0.166	0.289	[meet]	0.367	[meet]	[consonant]	0.548	1.000	31.000	49.000	0.166	0.289	[meeting]	0.347	[meeting]	[consonant]	0.548	1.000	31.000	49.000	0.000	1.000	31.000
i216_2_a__NA_second	i216_2_a__NA_second	(#\d{1,3}) 2 12163	eeg_3	eeg_3_a	216	32160	12163	6	a	NA	second	I couldn't tell if my friend was lying. But he hesitated for just a second and then I knew.	i216_2_a_	norm_5	I couldn't tell if he was lying. But he hesitated for just a	0.969	0.000	0.469	0.000	0.500	0.767	0.767	0.767	0.767	0.482	0.495	[second]	0.742	[second]	[consonant]	0.767	2.000	30.000	31.000	0.482	0.495	[second]	0.742	[second]	[consonant]	0.767	2.000	30.000	31.000	0.000	32.000	0.000
i216_2_an_NA_instant	i216_2_an_NA_instant	(#\d{1,3}) 2 12164	eeg_3	eeg_3_b	216	32160	12164	6	an	NA	instant	I couldn't tell if my friend was lying. But he hesitated for just an instant and then I knew.	i216_2_an	norm_5	I couldn't tell if he was lying. But he hesitated for just an	0.000	0.000	0.000	0.000	0.000	0.742	0.742	0.742	0.742	0.449	0.485	[instant]	0.697	[instant]	[vowel]	0.742	1.000	31.000	33.000	0.449	0.485	[instant]	0.697	[instant]	[vowel]	0.742	1.000	31.000	33.000	0.000	32.000	0.000
i217_2_a__NA_colleague	i217_2_a__NA_colleague	(#\d{1,3}) 2 12173	eeg_3	eeg_3_a	217	32170	12173	9	a	NA	colleague	I would not consider Frank to be a good friend of mine. I would consider him to be more of a colleague from work.	i217_2_a_	norm_5	I would not consider Frank to be a good friend of mine. I would consider him to be more of a	0.125	0.000	0.000	0.000	0.000	0.133	0.133	0.133	0.133	0.041	0.043	[acquaintance]	0.146	[colleague]	[consonant]	0.133	2.000	30.000	41.000	0.041	0.043	[acquaintance]	0.146	[colleague]	[consonant]	0.133	2.000	30.000	41.000	0.000	4.000	28.000
i217_2_an_NA_enemy	i217_2_an_NA_enemy	(#\d{1,3}) 2 12174	eeg_3	eeg_3_b	217	32170	12174	9	an	NA	enemy	I would not consider Frank to be a good friend of mine. I would consider him to be more of an enemy from work.	i217_2_an	norm_5	I would not consider Frank to be a good friend of mine. I would consider him to be more of an	0.844	0.000	0.031	0.000	0.031	0.161	0.161	0.161	0.161	0.473	0.473	[acquaintance]	0.806	[acquaintance]	[vowel]	0.806	1.000	31.000	31.000	0.473	0.473	[acquaintance]	0.806	[acquaintance]	[vowel]	0.806	1.000	31.000	31.000	0.000	4.000	28.000
i218_2_a__NA_vein	i218_2_a__NA_vein	(#\d{1,3}) 2 12183	eeg_3	eeg_3_a	218	32180	12183	8	a	NA	vein	In biology class we were studying different kinds of blood vessels. We learned to tell the difference between a vein and a capillary.	i218_2_a_	norm_5	In biology class we were studying different kinds of blood vessels. We learned to tell the difference between a	0.062	0.000	0.031	0.281	0.375	0.767	0.833	0.767	0.833	0.243	0.466	[and]	0.234	[vein]	[consonant]	0.767	2.000	30.000	111.000	0.243	0.466	[and]	0.234	[vein]	[consonant]	0.767	2.000	30.000	111.000	0.000	22.000	10.000
i218_2_an_NA_aorta	i218_2_an_NA_aorta	(#\d{1,3}) 2 12184	eeg_3	eeg_3_b	218	32180	12184	8	an	NA	aorta	In biology class we were studying different kinds of blood vessels. We learned to tell the difference between an aorta and a capillary.	i218_2_an	norm_5	In biology class we were studying different kinds of blood vessels. We learned to tell the difference between an	0.000	0.031	0.031	0.031	0.031	0.032	0.032	0.032	0.032	0.288	0.609	[and]	0.250	[artery]	[vowel]	0.839	1.000	31.000	112.000	0.288	0.609	[and]	0.250	[artery]	[vowel]	0.839	1.000	31.000	112.000	0.000	22.000	10.000
i219_2_an_NA_effort	i219_2_an_NA_effort	(#\d{1,3}) 2 12194	eeg_3	eeg_3_a	219	32190	12194	6	an	NA	effort	Josie didn't know if she would be able to complete the task by herself. She would at least make an effort to finish it alone.	i219_2_an	norm_5	Josie didn't know if she would be able to complete the task by herself. She would at least make an	0.625	0.000	0.500	0.000	0.500	0.533	0.533	0.533	0.533	0.301	0.283	[effort]	0.485	[effort]	[vowel]	0.533	2.000	30.000	33.000	0.301	0.283	[effort]	0.485	[effort]	[vowel]	0.533	2.000	30.000	33.000	0.000	10.000	22.000
i219_2_a__NA_goal	i219_2_a__NA_goal	(#\d{1,3}) 2 12193	eeg_3	eeg_3_b	219	32190	12193	6	a	NA	goal	Josie didn't know if she would be able to complete the task by herself. She would at least make a goal to finish it alone.	i219_2_a_	norm_5	Josie didn't know if she would be able to complete the task by herself. She would at least make a	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.075	0.070	[effort]	0.184	[try]	[consonant]	0.194	1.000	31.000	49.000	0.075	0.070	[effort]	0.184	[try]	[consonant]	0.194	1.000	31.000	49.000	0.000	10.000	22.000
i220_2_an_NA_angle	i220_2_an_NA_angle	(#\d{1,3}) 2 12204	eeg_3	eeg_3_a	220	32200	12204	11	an	NA	angle	Our geometry teacher was reviewing the material that would be on the exam. He said we would have to know how to bisect an angle with our compasses.	i220_2_an	norm_5	Our geometry teacher was reviewing the material that would be on the exam. He said we would have to know how to bisect an	0.219	0.000	0.188	0.188	0.406	0.600	0.633	0.600	0.633	0.282	0.348	[angle]	0.543	[angle]	[vowel]	0.600	2.000	30.000	35.000	0.282	0.348	[angle]	0.543	[angle]	[vowel]	0.600	2.000	30.000	35.000	0.000	18.000	14.000
i220_2_a__NA_line	i220_2_a__NA_line	(#\d{1,3}) 2 12203	eeg_3	eeg_3_b	220	32200	12203	11	a	NA	line	Our geometry teacher was reviewing the material that would be on the exam. He said we would have to know how to bisect a line with our compasses.	i220_2_a_	norm_5	Our geometry teacher was reviewing the material that would be on the exam. He said we would have to know how to bisect a	0.344	0.000	0.062	0.000	0.125	0.161	0.161	0.161	0.161	0.206	0.224	[triangle]	0.429	[triangle]	[consonant]	0.452	1.000	31.000	35.000	0.206	0.224	[triangle]	0.429	[triangle]	[consonant]	0.452	1.000	31.000	35.000	0.000	18.000	14.000
i221_2_an_NA_armchair	i221_2_an_NA_armchair	(#\d{1,3}) 2 12214	eeg_3	eeg_3_a	221	32210	12214	9	an	NA	armchair	Robin needed to buy some furniture for her living room. The first thing she wanted to buy was an armchair for her husband.	i221_2_an	norm_5	Robin needed to buy some furniture for her living room. The first thing she wanted to buy was an	0.000	0.000	0.000	0.000	0.000	0.200	0.200	0.200	0.200	0.067	0.095	[armchair]	0.133	[armchair]	[vowel]	0.200	2.000	30.000	45.000	0.067	0.095	[armchair]	0.133	[armchair]	[vowel]	0.200	2.000	30.000	45.000	1.000	31.000	0.000
i221_2_a__NA_sofa	i221_2_a__NA_sofa	(#\d{1,3}) 2 12213	eeg_3	eeg_3_b	221	32210	12213	9	a	NA	sofa	Robin needed to buy some furniture for her living room. The first thing she wanted to buy was a sofa for her husband.	i221_2_a_	norm_5	Robin needed to buy some furniture for her living room. The first thing she wanted to buy was a	1.000	0.000	0.226	0.000	0.226	0.355	0.355	0.355	0.355	0.315	0.315	[couch]	0.484	[couch]	[consonant]	0.484	1.000	31.000	31.000	0.315	0.315	[couch]	0.484	[couch]	[consonant]	0.484	1.000	31.000	31.000	1.000	31.000	0.000
