Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i130_2_a__NA_garden	i130_2_a__NA_garden	(#\d{1,3}) 2 11302	eeg_2	eeg_2_a	130	31300	11302	12	a	NA	garden	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted a garden over the weekend.	i130_2_a_	norm_4	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted a	0.548	0.000	0.581	0.000	0.581	0.667	0.700	0.667	0.700	0.259	0.403	[garden]	0.488	[garden]	[consonant]	0.667	1.000	30.000	43.000	0.259	0.403	[garden]	0.488	[garden]	[consonant]	0.667	1.000	30.000	43.000	1.000	31.000	0.000
i130_2_an_NA_island	i130_2_an_NA_island	(#\d{1,3}) 2 11303	eeg_2	eeg_2_b	130	31300	11303	12	an	NA	island	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted an island over the weekend.	i130_2_an	norm_4	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.044	[of]	0.139	[assortment]	[vowel]	0.129	1.000	31.000	72.000	0.058	0.044	[of]	0.139	[assortment]	[vowel]	0.129	1.000	31.000	72.000	1.000	31.000	0.000
i130_2_a__NA_table	i130_2_a__NA_table	(#\d{1,3}) 2 11306	eeg_2	eeg_2_c	130	31300	11306	12	a	NA	table	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted a table over the weekend.	i130_2_a_	norm_4	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted a	0.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.259	0.403	[garden]	0.488	[garden]	[consonant]	0.667	1.000	30.000	43.000	0.259	0.403	[garden]	0.488	[garden]	[consonant]	0.667	1.000	30.000	43.000	1.000	31.000	0.000
i130_2_an_outdoor_garden	i130_2_an_outdoor_garden	(#\d{1,3}) 1 \d{1,3} 2 11307	eeg_2	eeg_2_d	130	31300	11307	13	an	outdoor	garden	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted an outdoor garden over the weekend.	i130_2_an	norm_4	Sandra wanted to be able to grow her own vegetables and flowers. So she plowed a large area of her yard and planted an	0.000	0.000	0.581	0.000	0.581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i131_2_an_NA_iceberg	i131_2_an_NA_iceberg	(#\d{1,3}) 2 11311	eeg_2	eeg_2_a	131	31310	11311	10	an	NA	iceberg	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit an iceberg in the night.	i131_2_an	norm_4	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit an	0.903	0.000	0.935	0.000	0.935	0.968	0.968	0.968	0.968	0.748	0.794	[iceberg]	0.938	[iceberg]	[vowel]	0.968	0.000	31.000	32.000	0.748	0.794	[iceberg]	0.938	[iceberg]	[vowel]	0.968	0.000	31.000	32.000	1.000	1.000	30.000
i131_2_a__NA_table	i131_2_a__NA_table	(#\d{1,3}) 2 11314	eeg_2	eeg_2_b	131	31310	11314	10	a	NA	table	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit a table in the night.	i131_2_a_	norm_4	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit a	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.159	0.046	[iceberg]	0.339	[large]	[consonant]	0.129	1.000	31.000	62.000	0.159	0.046	[iceberg]	0.339	[large]	[consonant]	0.129	1.000	31.000	62.000	1.000	1.000	30.000
i131_2_an_NA_island	i131_2_an_NA_island	(#\d{1,3}) 2 11315	eeg_2	eeg_2_c	131	31310	11315	10	an	NA	island	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit an island in the night.	i131_2_an	norm_4	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit an	0.903	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.748	0.794	[iceberg]	0.938	[iceberg]	[vowel]	0.968	0.000	31.000	32.000	0.748	0.794	[iceberg]	0.938	[iceberg]	[vowel]	0.968	0.000	31.000	32.000	1.000	1.000	30.000
i131_2_a__submerged_iceberg	i131_2_a__submerged_iceberg	(#\d{1,3}) 1 \d{1,3} 2 11318	eeg_2	eeg_2_d	131	31310	11318	11	a	submerged	iceberg	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit a submerged iceberg in the night.	i131_2_a_	norm_4	Traveling by ship through the Arctic in winter can be very treacherous. There's always a danger that the ship might hit a	0.032	0.000	0.935	0.000	0.935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i132_2_a__NA_table	i132_2_a__NA_table	(#\d{1,3}) 2 11322	eeg_2	eeg_2_a	132	31320	11322	11	a	NA	table	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend she would go shopping to buy a table for the house.	i132_2_a_	norm_4	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend would she go shopping to buy a	0.516	0.000	0.516	0.000	0.516	0.633	0.733	0.633	0.733	0.215	0.347	[table]	0.478	[table]	[consonant]	0.633	1.000	30.000	46.000	0.215	0.347	[table]	0.478	[table]	[consonant]	0.633	1.000	30.000	46.000	1.000	31.000	0.000
i132_2_an_NA_iceberg	i132_2_an_NA_iceberg	(#\d{1,3}) 2 11323	eeg_2	eeg_2_b	132	31320	11323	11	an	NA	iceberg	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend she would go shopping to buy an iceberg for the house.	i132_2_an	norm_4	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend would she go shopping to buy an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.047	[table]	0.213	[inexpensive]	[vowel]	0.167	2.000	30.000	75.000	0.077	0.047	[table]	0.213	[inexpensive]	[vowel]	0.167	2.000	30.000	75.000	1.000	31.000	0.000
i132_2_a__NA_garden	i132_2_a__NA_garden	(#\d{1,3}) 2 11326	eeg_2	eeg_2_c	132	31320	11326	11	a	NA	garden	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend she would go shopping to buy a garden for the house.	i132_2_a_	norm_4	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend would she go shopping to buy a	0.516	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.215	0.347	[table]	0.478	[table]	[consonant]	0.633	1.000	30.000	46.000	0.215	0.347	[table]	0.478	[table]	[consonant]	0.633	1.000	30.000	46.000	1.000	31.000	0.000
i132_2_an_expanding_table	i132_2_an_expanding_table	(#\d{1,3}) 1 \d{1,3} 2 11327	eeg_2	eeg_2_d	132	31320	11327	12	an	expanding	table	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend she would go shopping to buy an expanding table for the house.	i132_2_an	norm_4	After two months of living in her apartment Dora was still eating meals off a cardboard box. She swore this weekend would she go shopping to buy an	0.000	0.000	0.516	0.000	0.516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i133_2_a__spotted_owl	i133_2_a__spotted_owl	(#\d{1,3}) 1 \d{1,3} 2 11338	eeg_2	eeg_2_a	133	31330	11338	7	a	spotted	owl	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see a spotted owl staring down at her.	i133_2_a_	norm_4	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see a	0.032	0.000	1.000	0.000	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i133_2_an_NA_owl	i133_2_an_NA_owl	(#\d{1,3}) 2 11331	eeg_2	eeg_2_b	133	31330	11331	6	an	NA	owl	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see an owl staring down at her.	i133_2_an	norm_4	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see an	0.968	0.000	1.000	0.000	1.000	0.871	0.903	0.871	0.903	0.532	0.626	[owl]	0.800	[owl]	[vowel]	0.871	0.000	31.000	35.000	0.532	0.626	[owl]	0.800	[owl]	[vowel]	0.871	0.000	31.000	35.000	1.000	1.000	30.000
i133_2_a__NA_cat	i133_2_a__NA_cat	(#\d{1,3}) 2 11334	eeg_2	eeg_2_c	133	31330	11334	6	a	NA	cat	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see a cat staring down at her.	i133_2_a_	norm_4	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see a	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.199	0.062	[owl]	0.431	[large]	[consonant]	0.161	1.000	31.000	58.000	0.199	0.062	[owl]	0.397	[large]	[consonant]	0.161	1.000	31.000	58.000	1.000	1.000	30.000
i133_2_an_NA_alligator	i133_2_an_NA_alligator	(#\d{1,3}) 2 11335	eeg_2	eeg_2_d	133	31330	11335	6	an	NA	alligator	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see an alligator staring down at her.	i133_2_an	norm_4	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters. She looked up to see an	0.968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.532	0.626	[owl]	0.800	[owl]	[vowel]	0.871	0.000	31.000	35.000	0.532	0.626	[owl]	0.800	[owl]	[vowel]	0.871	0.000	31.000	35.000	1.000	1.000	30.000
i134_2_an_obedient_cat	i134_2_an_obedient_cat	(#\d{1,3}) 1 \d{1,3} 2 11347	eeg_2	eeg_2_a	134	31340	11347	9	an	obedient	cat	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like an obedient cat than a dog.	i134_2_an	norm_4	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like an	0.000	0.000	0.742	0.000	0.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i134_2_a__NA_cat	i134_2_a__NA_cat	(#\d{1,3}) 2 11342	eeg_2	eeg_2_b	134	31340	11342	8	a	NA	cat	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like a cat than a dog.	i134_2_a_	norm_4	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like a	0.968	0.000	0.742	0.000	0.742	0.806	0.806	0.806	0.806	0.518	0.569	[cat]	0.758	[cat]	[consonant]	0.806	0.000	31.000	33.000	0.518	0.569	[cat]	0.758	[cat]	[consonant]	0.806	0.000	31.000	33.000	1.000	31.000	0.000
i134_2_an_NA_owl	i134_2_an_NA_owl	(#\d{1,3}) 2 11343	eeg_2	eeg_2_c	134	31340	11343	8	an	NA	owl	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like an owl than a dog.	i134_2_an	norm_4	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.044	[cat]	0.274	[adult]	[vowel]	0.129	1.000	31.000	62.000	0.109	0.037	[cat]	0.274	[adult]	[vowel]	0.129	1.000	31.000	62.000	1.000	31.000	0.000
i134_2_a__NA_vase	i134_2_a__NA_vase	(#\d{1,3}) 2 11346	eeg_2	eeg_2_d	134	31340	11346	8	a	NA	vase	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like a vase than a dog.	i134_2_a_	norm_4	Sylvia's dog Rex was very independent, groomed himself constantly and liked to nap all day. Most people thought he acted more like a	0.968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.518	0.569	[cat]	0.758	[cat]	[consonant]	0.806	0.000	31.000	33.000	0.518	0.569	[cat]	0.758	[cat]	[consonant]	0.806	0.000	31.000	33.000	1.000	31.000	0.000
i135_2_a__grown_alligator	i135_2_a__grown_alligator	(#\d{1,3}) 1 \d{1,3} 2 11358	eeg_2	eeg_2_a	135	31350	11358	15	a	grown	alligator	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and a grown alligator at a glance.	i135_2_a_	norm_4	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and a	0.000	0.000	1.000	0.000	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i135_2_an_NA_alligator	i135_2_an_NA_alligator	(#\d{1,3}) 2 11351	eeg_2	eeg_2_b	135	31350	11351	14	an	NA	alligator	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and an alligator at a glance.	i135_2_an	norm_4	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and an	1.000	0.000	1.000	0.000	1.000	0.968	0.968	0.968	0.968	0.748	0.794	[alligator]	0.938	[alligator]	[vowel]	0.968	0.000	31.000	32.000	0.748	0.794	[alligator]	0.938	[alligator]	[vowel]	0.968	0.000	31.000	32.000	1.000	0.000	31.000
i135_2_a__NA_vase	i135_2_a__NA_vase	(#\d{1,3}) 2 11354	eeg_2	eeg_2_c	135	31350	11354	14	a	NA	vase	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and a vase at a glance.	i135_2_a_	norm_4	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.052	[alligator]	0.324	[large]	[consonant]	0.156	0.000	32.000	71.000	0.111	0.052	[alligator]	0.324	[large]	[consonant]	0.156	0.000	32.000	71.000	1.000	0.000	31.000
i135_2_an_NA_owl	i135_2_an_NA_owl	(#\d{1,3}) 2 11355	eeg_2	eeg_2_d	135	31350	11355	14	an	NA	owl	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and an owl at a glance.	i135_2_an	norm_4	Sam's family visited the reptile gardens while vacationing in Florida. The guide taught them how to tell the difference between a crocodile and an	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.748	0.794	[alligator]	0.938	[alligator]	[vowel]	0.968	0.000	31.000	32.000	0.748	0.794	[alligator]	0.938	[alligator]	[vowel]	0.968	0.000	31.000	32.000	1.000	0.000	31.000
i136_2_an_oblong_vase	i136_2_an_oblong_vase	(#\d{1,3}) 1 \d{1,3} 2 11367	eeg_2	eeg_2_a	136	31360	11367	11	an	oblong	vase	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in an oblong vase on a shelf.	i136_2_an	norm_4	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in an	0.000	0.000	1.000	0.000	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i136_2_a__NA_vase	i136_2_a__NA_vase	(#\d{1,3}) 2 11362	eeg_2	eeg_2_b	136	31360	11362	10	a	NA	vase	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in a vase on a shelf.	i136_2_a_	norm_4	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in a	0.935	0.000	1.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	[vase]	1.000	[vase]	[consonant]	1.000	0.000	31.000	31.000	1.000	1.000	[vase]	1.000	[vase]	[consonant]	1.000	0.000	31.000	31.000	1.000	31.000	0.000
i136_2_an_NA_alligator	i136_2_an_NA_alligator	(#\d{1,3}) 2 11363	eeg_2	eeg_2_c	136	31360	11363	10	an	NA	alligator	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in an alligator on a shelf.	i136_2_an	norm_4	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.238	0.061	[vase]	0.460	[antique]	[vowel]	0.156	0.000	32.000	63.000	0.238	0.061	[vase]	0.460	[antique]	[vowel]	0.156	0.000	32.000	63.000	1.000	31.000	0.000
i136_2_a__NA_cat	i136_2_a__NA_cat	(#\d{1,3}) 2 11366	eeg_2	eeg_2_d	136	31360	11366	10	a	NA	cat	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in a cat on a shelf.	i136_2_a_	norm_4	When Joan's husband returned from work he brought her a dozen roses. She trimmed the stems and put some water in a	0.935	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	[vase]	1.000	[vase]	[consonant]	1.000	0.000	31.000	31.000	1.000	1.000	[vase]	1.000	[vase]	[consonant]	1.000	0.000	31.000	31.000	1.000	31.000	0.000
i137_2_an_NA_ostrich	i137_2_an_NA_ostrich	(#\d{1,3}) 2 11375	eeg_2	eeg_2_a	137	31370	11375	11	an	NA	ostrich	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was an ostrich in front of him.	i137_2_an	norm_4	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was an	0.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.581	0.742	[ocean]	0.806	[ocean]	[vowel]	0.935	0.000	31.000	36.000	0.581	0.742	[ocean]	0.806	[ocean]	[vowel]	0.935	0.000	31.000	36.000	1.000	1.000	30.000
i137_2_a__wide_ocean	i137_2_a__wide_ocean	(#\d{1,3}) 1 \d{1,3} 2 11378	eeg_2	eeg_2_b	137	31370	11378	12	a	wide	ocean	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was a wide ocean in front of him.	i137_2_a_	norm_4	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was a	0.000	0.000	0.968	0.000	0.968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i137_2_an_NA_ocean	i137_2_an_NA_ocean	(#\d{1,3}) 2 11371	eeg_2	eeg_2_c	137	31370	11371	11	an	NA	ocean	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was an ocean in front of him.	i137_2_an	norm_4	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was an	0.742	0.000	0.968	0.000	0.968	0.935	0.935	0.935	0.935	0.581	0.742	[ocean]	0.806	[ocean]	[vowel]	0.935	0.000	31.000	36.000	0.581	0.742	[ocean]	0.806	[ocean]	[vowel]	0.935	0.000	31.000	36.000	1.000	1.000	30.000
i137_2_a__NA_mirage	i137_2_a__NA_mirage	(#\d{1,3}) 2 11374	eeg_2	eeg_2_d	137	31370	11374	11	a	NA	mirage	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was a mirage in front of him.	i137_2_a_	norm_4	The first time Timmy saw the Pacific, he thought it was a lake. His brother laughed and explained to him that it was a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.099	0.136	[ocean]	0.248	[large]	[consonant]	0.312	0.000	32.000	105.000	0.090	0.100	[ocean]	0.248	[large]	[consonant]	0.250	0.000	32.000	105.000	1.000	1.000	30.000
i138_2_a__NA_cactus	i138_2_a__NA_cactus	(#\d{1,3}) 2 11386	eeg_2	eeg_2_a	138	31380	11386	13	a	NA	cactus	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be a cactus so they continued walking.	i138_2_a_	norm_4	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be a	0.484	0.000	0.000	0.000	0.000	0.161	0.161	0.161	0.161	0.099	0.140	[mirage]	0.173	[mirage]	[consonant]	0.290	0.000	31.000	52.000	0.099	0.140	[mirage]	0.173	[mirage]	[consonant]	0.290	0.000	31.000	52.000	1.000	29.000	2.000
i138_2_an_evaporating_mirage	i138_2_an_evaporating_mirage	(#\d{1,3}) 1 \d{1,3} 2 11387	eeg_2	eeg_2_b	138	31380	11387	14	an	evaporating	mirage	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be an evaporating mirage so they continued walking.	i138_2_an	norm_4	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be an	0.065	0.000	0.484	0.000	0.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i138_2_a__NA_mirage	i138_2_a__NA_mirage	(#\d{1,3}) 2 11382	eeg_2	eeg_2_c	138	31380	11382	13	a	NA	mirage	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be a mirage so they continued walking.	i138_2_a_	norm_4	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be a	0.484	0.000	0.484	0.000	0.484	0.290	0.290	0.290	0.290	0.099	0.140	[mirage]	0.173	[mirage]	[consonant]	0.290	0.000	31.000	52.000	0.099	0.140	[mirage]	0.173	[mirage]	[consonant]	0.290	0.000	31.000	52.000	1.000	29.000	2.000
i138_2_an_NA_ocean	i138_2_an_NA_ocean	(#\d{1,3}) 2 11383	eeg_2	eeg_2_d	138	31380	11383	13	an	NA	ocean	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be an ocean so they continued walking.	i138_2_an	norm_4	As the men stumbled across the desert, they thought they saw an oasis on the horizon. They must have been delirious because it turned out just to be an	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.098	0.197	[illusion]	0.210	[illusion]	[vowel]	0.406	0.000	32.000	62.000	0.098	0.197	[illusion]	0.210	[illusion]	[vowel]	0.406	0.000	32.000	62.000	1.000	29.000	2.000
i139_2_an_NA_ocean	i139_2_an_NA_ocean	(#\d{1,3}) 2 11395	eeg_2	eeg_2_a	139	31390	11395	7	an	NA	ocean	A crowd gathered around the long-legged creature burying its head in the sand. Most of them had never seen an ocean except on television.	i139_2_an	norm_4	A crowd gathered around the long-legged creature burying its head in the sand. Most of the them had never seen an	0.767	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.313	0.448	[ostrich]	0.564	[ostrich]	[vowel]	0.700	1.000	30.000	39.000	0.313	0.448	[ostrich]	0.564	[ostrich]	[vowel]	0.700	1.000	30.000	39.000	2.000	6.000	24.000
i139_2_a__frightened_ostrich	i139_2_a__frightened_ostrich	(#\d{1,3}) 1 \d{1,3} 2 11398	eeg_2	eeg_2_b	139	31390	11398	8	a	frightened	ostrich	A crowd gathered around the long-legged creature burying its head in the sand. Most of them had never seen a frightened ostrich except on television.	i139_2_a_	norm_4	A crowd gathered around the long-legged creature burying its head in the sand. Most of the them had never seen a	0.100	0.000	0.733	0.000	0.733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i139_2_an_NA_ostrich	i139_2_an_NA_ostrich	(#\d{1,3}) 2 11391	eeg_2	eeg_2_c	139	31390	11391	7	an	NA	ostrich	A crowd gathered around the long-legged creature burying its head in the sand. Most of them had never seen an ostrich except on television.	i139_2_an	norm_4	A crowd gathered around the long-legged creature burying its head in the sand. Most of the them had never seen an	0.767	0.000	0.733	0.000	0.733	0.700	0.733	0.700	0.733	0.313	0.448	[ostrich]	0.564	[ostrich]	[vowel]	0.700	1.000	30.000	39.000	0.313	0.448	[ostrich]	0.564	[ostrich]	[vowel]	0.700	1.000	30.000	39.000	2.000	6.000	24.000
i139_2_a__NA_cactus	i139_2_a__NA_cactus	(#\d{1,3}) 2 11394	eeg_2	eeg_2_d	139	31390	11394	7	a	NA	cactus	A crowd gathered around the long-legged creature burying its head in the sand. Most of them had never seen a cactus except on television.	i139_2_a_	norm_4	A crowd gathered around the long-legged creature burying its head in the sand. Most of the them had never seen a	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	0.035	[ostrich]	0.231	[baby, crab, real]	[consonant, consonant, consonant]	0.094	0.000	32.000	65.000	0.101	0.035	[ostrich]	0.231	[baby, crab, real]	[consonant, consonant, consonant]	0.094	0.000	32.000	65.000	2.000	6.000	24.000
i140_2_a__NA_mirage	i140_2_a__NA_mirage	(#\d{1,3}) 2 11406	eeg_2	eeg_2_a	140	31400	11406	8	a	NA	mirage	Dan wanted to buy his sister a plant but knew she always forgot to water them. He thought she might do okay with a mirage from the nursery.	i140_2_a_	norm_4	Dan wanted to buy his sister a plant but knew she always forgot to water them. He thought she might do okay with a	0.806	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.236	0.314	[cactus]	0.378	[cactus]	[consonant]	0.548	0.000	31.000	45.000	0.236	0.314	[cactus]	0.378	[cactus]	[consonant]	0.548	0.000	31.000	45.000	1.000	31.000	0.000
i140_2_an_artificial_cactus	i140_2_an_artificial_cactus	(#\d{1,3}) 1 \d{1,3} 2 11407	eeg_2	eeg_2_b	140	31400	11407	9	an	artificial	cactus	Dan wanted to buy his sister a plant but knew she always forgot to water them. He thought she might do okay with an artificial cactus from the nursery.	i140_2_an	norm_4	Dan wanted to buy his sister a plant but knew she always forgot to water them. He thought she might do okay with an	0.065	0.032	0.613	0.032	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i140_2_a__NA_cactus	i140_2_a__NA_cactus	(#\d{1,3}) 2 11402	eeg_2	eeg_2_c	140	31400	11402	8	a	NA	cactus	Dan wanted to buy his sister a plant but knew she always forgot to water them. He thought she might do okay with a cactus from the nursery.	i140_2_a_	norm_4	Dan wanted to buy his sister a plant but knew she always forgot to water them. He thought she might do okay with a	0.806	0.032	0.613	0.032	0.613	0.548	0.548	0.548	0.548	0.236	0.314	[cactus]	0.378	[cactus]	[consonant]	0.548	0.000	31.000	45.000	0.236	0.314	[cactus]	0.378	[cactus]	[consonant]	0.548	0.000	31.000	45.000	1.000	31.000	0.000
