item_id	expt	scn_dir	list	list_id	scn_f	stim_idx	trial	s1_code	noun_code	noun_pos	article	adjective	noun	s1	rsvp
i004_2_an_unripe_banana	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	4	2	30040	10047	11	an	unripe	banana	The trainer rewarded the animals with their favorite foods.	The otter got a fish and the monkey got an unripe banana as a treat.
i005_2_an_NA_apron	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	5	18	30050	10055	8	an	NA	apron	It was difficult to understand the visiting professor.	Like many foreign speakers he spoke with an apron when conversing in English.
i006_2_a__NA_microphone	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	6	37	30060	10066	8	a	NA	microphone	Katie did not like to say words with the letter "s".	She was embarrassed because she spoke with a microphone that was noticeable.
i007_2_an_NA_accent	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	7	10	30070	10075	7	an	NA	accent	Jesse did not want to splatter grease on her new blouse while she was cooking.	To protect her clothes she wore an accent over her suit.
i008_2_a__NA_lisp	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	8	42	30080	10086	10	a	NA	lisp	Laura wasn't loud enough to be heard by the audience.	To amplify her voice they asked her to wear a lisp on stage.
i009_2_a__NA_check	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	9	46	30090	10094	6	a	NA	check	Dale was very sorry for what he had said to Bernadette.	He knew he owed her a check because she was upset.
i010_2_an_NA_apology	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	10	19	30100	10103	10	an	NA	apology	The bakery did not accept credit cards.	Peter didn't have cash so he had to write an apology to the owner.
i011_2_a__NA_letter	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	11	48	30110	10114	6	a	NA	letter	The student had asked her question five times already.	She was still waiting for a letter from the teacher
i012_2_an_NA_answer	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	12	70	30120	10123	8	an	NA	answer	Most of the time Janet keeps in touch with people over the phone or with e-mail.	She hardly ever sits down to write an answer these days.
i013_2_an_NA_airplane	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	13	67	30130	10131	11	an	NA	airplane	The idea of flight dates back thousands of years.	However the Wright Brothers were the first people to build an airplane that flew.
i014_2_a__NA_kite	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	14	17	30140	10142	9	a	NA	kite	The day was breezy.	The boy decided to go outside and fly a kite in the park.
i015_2_an_NA_archaeologist	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	15	38	30150	10151	10	an	NA	archaeologist	Henry's summer internship entailed working in the ruins excavating an ancient tomb.	This experience was key to his goal of becoming an archaeologist after finishing school.
i016_2_a__NA_helicopter	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	16	70	30160	10162	11	a	NA	helicopter	Roger was hired to be the Channel 6 eye-in-the-sky traffic reporter.	It would be the first time he had flown in a helicopter since the army.
i017_2_a__loud_echo	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	17	44	30170	10178	10	a	loud	echo	Lola was hiking through a steep canyon surrounded by rock walls.	She shouted to see if she would hear a loud echo call back.
i018_2_an_airborne_bird	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	18	9	30180	10187	12	an	airborne	bird	From a distance we couldn't tell if the object in the sky was an airplane.	When it flapped its wings we realized it was just an airborne bird in the clouds.
i019_2_a__heavenly_angel	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	19	62	30190	10198	9	a	heavenly	angel	The most important parts of Tracy's costume were the halo and wings.	This year she was dressing up as a heavenly angel for Halloween.
i020_2_an_enchanting_bell	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	20	40	30200	10207	12	an	enchanting	bell	The church in the village has a clock on the outside of its tower.	Inside the tower attached to a long rope there is an enchanting bell made of lead.
i021_2_an_NA_oyster	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	21	43	30210	10215	10	an	NA	oyster	The scuba diver saw a tentacle and started to swim away.	He realized that the creature under the rock was an oyster in hiding.
i022_2_a__NA_turtle	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	22	19	30220	10226	12	a	NA	turtle	Marge hated baiting the hook.	But she knew that it was the only way to catch a turtle without a lure.
i023_2_an_NA_octopus	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	23	31	30230	10235	8	an	NA	octopus	A freshwater pearl is a pearl that is cultured in a mussel in a lake.	A traditional cultured pearl is formed inside an octopus in the ocean.
i024_2_a__NA_fish	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	24	49	30240	10246	11	a	NA	fish	The biologist we met at the zoo had specialized knowledge of reptiles.	He helped us tell the difference between a tortoise and a fish by the markings.
i025_2_a__NA_student	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	25	6	30250	10254	13	a	NA	student	Kim wanted a memento of her trip.	On a street corner in Paris she had her portrait painted by a student for three francs.
i026_2_an_NA_artist	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	26	80	30260	10263	10	an	NA	artist	Betsy had no desire to enter the working world.	She decided to stay at the university and remain an artist for another semester.
i027_2_a__NA_professor	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	27	30	30270	10274	9	a	NA	professor	Bo began his military service as an enlisted soldier.	After completing his service academy training he became a professor at the school.
i028_2_an_NA_officer	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	28	65	30280	10283	11	an	NA	officer	Many people dream of teaching at a college or university.	But few know how much work it takes to become an officer in this country.
i029_2_an_NA_education	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	29	31	30290	10291	11	an	NA	education	Sophia's grandfather always stressed how important it was for her to go to school.	He regretted that he never had the chance to receive an education while growing up.
i030_2_a__NA_book	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	30	72	30300	10302	10	a	NA	book	James is an avid reader.	For his birthday his sister decided to give him a book about Africa.
i031_2_an_NA_award	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	31	53	30310	10311	10	an	NA	award	The book had received high praise from the critics ever since it was published.	But the author had never expected it would win an award from the publisher.
i032_2_a__NA_lesson	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	32	32	30320	10322	10	a	NA	lesson	The substitute teacher was tired of the practical jokes the students had been playing on her.	It was time to retaliate and teach those kids a lesson they wouldn't forget.
i033_2_a__special_election	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	33	74	30330	10338	8	a	special	election	The governor was recalled in the middle of his term.	The state was forced to hold a special election in every district.
i034_2_an_exciting_parade	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	34	64	30340	10347	11	an	exciting	parade	The city could only afford floats and marching bands.	Without clowns and horses it wouldn't be much of an exciting parade this year.
i035_2_a__free_outlet	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	35	68	30350	10358	10	a	free	outlet	Andy was looking for a place to plug in the lamp.	He searched high and low but couldn't find a free outlet anywhere.
i036_2_an_atrocious_murder	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	36	55	30360	10367	8	an	atrocious	murder	The chalk outline of the body traced by the police still remained on the sidewalk.	The night before someone had committed an atrocious murder in the park.
i037_2_an_NA_American	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	37	63	30370	10375	9	an	NA	American	Joanne's husband told her he was staying late at the office every night.	She began to suspect that he was having an American with his secretary.
i038_2_a__NA_song	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	38	34	30380	10386	8	a	NA	song	Josh went to the bar and had too much to drink.	He became belligerent and tried to start a song with someone.
i039_2_an_NA_affair	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	39	28	30390	10395	12	an	NA	affair	The international team was comprised of a German, a Swiss and a Frenchman.	The U.S. was not represented since the team did not have an affair amongst them.
i040_2_a__NA_fight	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	40	22	30400	10406	10	a	NA	fight	At the party Dave announced that he didn't really consider himself a musician.	But in honor of the occasion he had written a fight for his friends.
i041_2_a__NA_dollar	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	41	73	30410	10414	9	a	NA	dollar	Instead of giving Rachel money all the time, her father wanted to teach her a lesson about economics.	He decided that every week she should receive a dollar to spend.
i042_2_an_NA_allowance	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	42	77	30420	10423	7	an	NA	allowance	After mowing his neighbor's lawn, Patrick complained that the only place he could afford was the 99-cent store.	The neighbor had only paid him an allowance for helping her.
i043_2_a__NA_hug	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	43	24	30430	10434	7	a	NA	hug	Almost everyone in the group abided by the rule.	But for every rule there is a hug under certain circumstances.
i044_2_an_NA_exception	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	44	63	30440	10443	10	an	NA	exception	The little boy went to say goodbye to his grandmother.	He wrapped his arms around her and gave her an exception before she left.
i045_2_an_NA_emergency	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	45	47	30450	10451	9	an	NA	emergency	When Merrill filled out the paperwork, she had to write down a family member or close friend's name.	This person would be contacted in case of an emergency at work.
i046_2_a__NA_fire	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	46	34	30460	10462	9	a	NA	fire	Harris saw smoke billowing in the distance.	He immediately got on the phone to report a fire at the address.
i047_2_an_NA_arrest	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	47	53	30470	10471	12	an	NA	arrest	The detectives had been searching for a suspect for years.	Finally there was some breaking news that the police had made an arrest yesterday morning.
i048_2_a__NA_wedding	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	48	12	30480	10482	10	a	NA	wedding	After much deliberation Curt and Kristi decided to have a civil ceremony.	They hadn't realized how much work went into planning a wedding in a church.
i049_2_a__flat_iron	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	49	14	30490	10498	10	a	flat	iron	Charlie's wife told him that she was tired of pressing his shirts.	He would have to learn how to use a flat iron one of these days.
i050_2_an_available_hanger	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	50	78	30500	10507	13	an	available	hanger	Fred wanted to leave his coat in the closet.	Instead he laid it on the floor because he couldn't find an available hanger anywhere nearby.
i051_2_a__clever_illusion	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	51	33	30510	10518	13	a	clever	illusion	On stage it looked like the magician had sawed the lady's body in half.	We had to explain to the children that this was just a clever illusion and not real.
i052_2_an_actual_door	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	52	66	30520	10527	12	an	actual	door	Only a curtain separated Lauren's bedroom from the communal living area.	She had no privacy and really wished her room had an actual door she could shut.
i053_2_an_NA_ambulance	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	53	51	30530	10535	8	an	NA	ambulance	It doesn't matter how cautiously you drive your car.	Chances are someday you'll be involved in an ambulance with another vehicle.
i054_2_a__NA_barn	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	54	46	30540	10546	8	a	NA	barn	We saw the pylons sectioning off part of the road and a big sign that said "finish line".	We knew that there must have been a barn earlier that day.
i055_2_an_NA_accident	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	55	29	30550	10555	9	an	NA	accident	The scene of the car crash was a horrifying sight.	The victims had to be driven away in an accident by the paramedics.
i056_2_a__NA_race	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	56	2	30560	10566	12	a	NA	race	The rancher kept the cows outside in the corral all day and night.	He wanted to keep them indoors but he did not have a race on his farm.
i057_2_a__NA_studio	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	57	29	30570	10574	9	a	NA	studio	Margot had finally decided to buy a house in the suburbs.	For the past year she had been renting a studio in the city.
i058_2_an_NA_apartment	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	58	12	30580	10583	12	an	NA	apartment	The band decided against recording a live album.	They thought they would have more control if they recorded in an apartment without people around.
i059_2_a__NA_mansion	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	59	79	30590	10594	10	a	NA	mansion	Heidi and Mike removed the bed from the room and set up a desk, computer and filing cabinets.	They had decided to convert the spare bedroom into a mansion for working at home.
i060_2_an_NA_office	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	60	28	30600	10603	13	an	NA	office	Martin was being modest when he had said that his new home was rather large.	With three wings and ten bedrooms most people would call the place an office instead of a house.
i061_2_an_NA_invitation	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	61	27	30610	10611	11	an	NA	invitation	Sue had wanted to go to Tim's wedding.	She checked her mail every day but she never received an invitation from him.
i062_2_a__NA_message	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	62	30	30620	10622	6	a	NA	message	I called Nolan's house but he was not home.	His mother offered to relay a message to him.
i063_2_an_NA_announcement	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	63	73	30630	10631	12	an	NA	announcement	Todd had gathered all his friends and family into the room.	He cleared his throat and said that he wanted to make an announcement to the group.
i064_2_a__NA_wish	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	64	68	30640	10642	11	a	NA	wish	The workers gathered around their boss to sing "Happy Birthday".	They told her to blow out the candles and make a wish for the year.
i065_2_a__gray_elephant	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	65	11	30650	10658	10	a	gray	elephant	Jack took a trip to India.	The highlight was when he got to ride a gray elephant in the procession.
i066_2_an_upright_bike	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	66	24	30660	10667	10	an	upright	bike	Some things stick with you forever.	For instance, you never forget how to ride an upright bike once you've learned.
i067_2_a__magnificent_eagle	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	67	37	30670	10678	13	a	magnificent	eagle	At first we thought the large bird soaring up above was a hawk.	But when we saw the bald head we knew it was a magnificent eagle right away.
i068_2_an_oinking_pig	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	68	6	30680	10687	7	an	oinking	pig	The little girl taped a curly tail on her pink pajamas and had fashioned a pair of velvety ears.	She was pretending to be an oinking pig at preschool.
i069_2_an_NA_anniversary	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	69	60	30690	10695	7	an	NA	anniversary	It frequently rains in London.	For that reason Nigel always carries an anniversary with him.
i070_2_a__NA_hat	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	70	39	30700	10706	8	a	NA	hat	Carl walked past the kiosk on his way to work and skimmed the headlines.	He plunked down 50 cents and bought a hat to take with him.
i071_2_an_NA_umbrella	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	71	57	30710	10715	7	an	NA	umbrella	At the table behind us we heard glasses clinking and a toast to many years of marriage.	We guessed that someone was celebrating an umbrella or a divorce.
i072_2_a__NA_newspaper	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	72	4	30720	10726	11	a	NA	newspaper	The famous actor looked very stylish with the fedora atop his head.	My boyfriend just looks silly when he tries to wear a newspaper or hood.
i073_2_a__NA_plumber	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	73	54	30730	10734	8	a	NA	plumber	Frank wanted to design a very modern house.	For the blueprints he sought advice from a plumber to select the fixtures.
i074_2_an_NA_architect	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	74	25	30740	10743	11	an	NA	architect	A pipe broke in Felicia's bathroom.	She looked through the phonebook to find a listing for an architect who worked weekends.
i075_2_a__NA_chef	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	75	38	30750	10754	8	a	NA	chef	There were terrible problems with the wiring in the old house that Sara had just bought.	She knew she would have to hire a chef to fix things.
i076_2_an_NA_electrician	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	76	23	30760	10763	11	an	NA	electrician	Claude was very creative in the kitchen and was always coming up with new recipes.	He had just started culinary school in hopes of becoming an electrician in a few years.
i077_2_an_NA_infection	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	77	3	30770	10771	5	an	NA	infection	Bart did not clean his wound properly.	He ended up getting an infection soon after.
i078_2_a__NA_tattoo	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	78	8	30780	10782	9	a	NA	tattoo	The Hell's Angel rolled up the sleeve of his leather jacket.	He showed the girls where he had gotten a tattoo the previous night.
i079_2_an_NA_ultimatum	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	79	65	30790	10791	11	an	NA	ultimatum	As a last resort, Monica told Nick that if he didn't change his behavior she would leave him.	She felt she had no other choice than to issue an ultimatum to him.
i080_2_a__NA_cast	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	80	13	30800	10802	10	a	NA	cast	Alice broke her leg on the hiking trip.	The doctor ran X-rays and put her leg in a cast for ten weeks.
i081_2_a__responsible_adult	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	81	14	30810	10818	9	a	responsible	adult	There are age restrictions for R-rated movies.	Children under 17 must be accompanied by a responsible adult or legal guardian.
i082_2_an_ailing_parent	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	82	25	30820	10827	12	an	ailing	parent	It's always a tragedy when a child loses his mother or father.	Children have a hard time dealing with the loss of an ailing parent when they're young.
i083_2_a__bad_itch	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	83	67	30830	10838	9	a	bad	itch	When little children get bug bites sometimes parents put socks over their hands.	Kids want to scratch when they have a bad itch on their arm.
i084_2_an_underage_babysitter	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	84	11	30840	10847	14	an	underage	babysitter	The Smiths asked the neighbor girl to look after their son Bobby while they went out for dinner.	Bobby was mad because he thought he was too old to have an underage babysitter at the house.
i085_2_an_NA_application	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	85	62	30850	10855	12	an	NA	application	Wendy went to pay for the birthday card.	The clerk pointed out that she had forgotten to pick up an application along with it.
i086_2_a__NA_balloon	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	86	35	30860	10866	6	a	NA	balloon	Jeffrey must have been preoccupied when he went to the post office.	He mailed the letter without a balloon on it.
i087_2_a__NA_stamp	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	87	20	30870	10876	10	a	NA	stamp	The store ran out of helium right as Mrs. Jones and her daughter reached the front of the line.	The girl started to cry when she didn't get a stamp from the clerk.
i088_2_an_NA_envelope	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	88	55	30880	10885	13	an	NA	envelope	Will was hoping to get a summer job working at a fast food restaurant.	When he showed up in person they asked him to fill out an envelope and contact number.
i089_2_a__NA_junior	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	89	48	30890	10894	9	a	NA	junior	The professional photographer was disqualified from the photo contest.	The rules explicitly state that you must be a junior in order to compete.
i090_2_an_NA_amateur	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	90	76	30900	10903	6	an	NA	amateur	This year Julie is a sophomore in high school.	Next year she will be an amateur if she passes.
i091_2_a__NA_child	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	91	61	30910	10914	8	a	NA	child	The workload had gotten to be too much for one person to handle.	Stacy was going to have to hire a child very soon.
i092_2_an_NA_assistant	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	92	49	30920	10923	6	an	NA	assistant	Ashley had just had her twelfth birthday and insisted that she was almost a teenager.	However she still acted like an assistant most of the time.
i093_2_an_NA_excuse	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	93	15	30930	10931	8	an	NA	excuse	Amelia did not want to go to the bar with her friends after seeing the movie.	To avoid going out she made up an excuse as a cover.
i094_2_a__NA_story	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	94	21	30940	10942	9	a	NA	story	Little Gloria had a ritual before going to sleep.	She always asked her mother to read her a story at bedtime.
i095_2_an_NA_alibi	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	95	54	30950	10951	12	an	NA	alibi	When the police asked Tony where he was on the night of the murder he knew he was in trouble.	He had been home by himself and thus did not have an alibi that evening.
i096_2_a__NA_joke	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	96	66	30960	10962	12	a	NA	joke	Frank considered himself quite a comedian.	But it was obvious that he didn't know how to tell a joke to his peers.
i097_2_a__white_onion	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	97	77	30970	10978	10	a	white	onion	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad.	But then she noticed he had just sliced a white onion with his knife.
i098_2_an_index_finger	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	98	51	30980	10987	12	an	index	finger	Victoria was lazy and thought she was above doing menial labor.	While everyone else had worked all day she hadn't lifted an index finger at all.
i099_2_a__comprehensive_encyclopedia	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	99	8	30990	10998	11	a	comprehensive	encyclopedia	For looking up word definitions and spellings Jeff used a dictionary.	For dates, historical details, and factual knowledge he used a comprehensive encyclopedia as a reference.
i100_2_an_untarnished_fork	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	100	27	31000	11007	8	an	untarnished	fork	For dessert, the only silverware at Tina's place setting was a spoon.	She would have preferred to use an untarnished fork for the cake.
i101_2_an_NA_earthquake	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	101	64	31010	11015	9	an	NA	earthquake	Joanne was ecstatic when the first book she had written was accepted for publication.	She finally felt like she could call herself an earthquake to her contemporaries.
i102_2_a__NA_doctor	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	102	59	31020	11026	6	a	NA	doctor	Alicia's first client was a failure.	However her second client was a doctor and appreciated her.
i103_2_an_NA_author	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	103	75	31030	11035	10	an	NA	author	Erin was nervous about moving into a house that was built over a fault line.	Since moving to California she had yet to experience an author that did damage.
i104_2_a__NA_success	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	104	58	31040	11046	9	a	NA	success	At dinner our friend's date told us that he had practiced medicine in several different countries.	Until then nobody had realized that he was a success before he moved.
i105_2_a__NA_director	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	105	58	31050	11054	11	a	NA	director	Lance had moved to Hollywood and was supporting himself by waiting tables.	He hoped to get some auditions and find work as a director someday soon.
i106_2_an_NA_actor	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	106	74	31060	11063	7	an	NA	actor	From a young age Steven had an interest in filmmaking.	He had always dreamed of becoming an actor when he grew up.
i107_2_a__NA_farmer	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	107	50	31070	11074	7	a	NA	farmer	In previous years Jan had calculated her taxes herself.	This year she decided to hire a farmer for $500.
i108_2_an_NA_accountant	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	108	15	31080	11083	10	an	NA	accountant	Peter woke at dawn, drove the tractor all day, and in the evening fed the livestock.	He sometimes wondered why he had decided to become an accountant instead of a businessman.
i109_2_an_NA_audience	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	109	20	31090	11091	13	an	NA	audience	Dana enjoyed singing in private.	But she was petrified at the thought of performing in front of an audience at the concert.
i110_2_a__NA_crowd	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	110	7	31100	11102	10	a	NA	crowd	Carrie's father always made the same joke.	He said that two is company but three is a crowd for him.
i111_2_an_NA_ulcer	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	111	52	31110	11111	9	an	NA	ulcer	When Amanda started having stomach pains she went to see the doctor.	Because of her constant worrying she had developed an ulcer over time.
i112_2_a__NA_party	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	112	79	31120	11122	12	a	NA	party	For New Year's Eve this year the couple decided to spend the night at home with their family.	For the first time in years they would not be attending a party in their neighborhood.
i113_2_a__boxy_elevator	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	113	26	31130	11138	9	a	boxy	elevator	Damon was slightly claustrophobic.	He preferred climbing stairs over riding in a boxy elevator when possible.
i114_2_an_automated_wheelchair	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	114	1	31140	11147	15	an	automated	wheelchair	The doctors would not allow Monica to walk so soon after her surgery.	The only way for her to move from place to place was in an automated wheelchair accompanied by a nurse.
i115_2_a__functioning_oven	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	115	47	31150	11158	9	a	functioning	oven	Barbara loved to bake but couldn't do so in her efficiency apartment.	The place had not come equipped with a functioning oven or a toaster.
i116_2_an_automatic_car	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	116	71	31160	11167	10	an	automatic	car	Mark always relied on his friends whenever he needed rides anywhere.	He was saving up his money to buy an automatic car in a month.
i117_2_an_NA_engine	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	117	5	31170	11175	6	an	NA	engine	The pilot had to make an emergency landing in the middle of the desert.	The plane was nowhere near an engine or a road.
i118_2_a__NA_museum	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	118	33	31180	11186	14	a	NA	museum	The population of Summersville is around 15,000 people.	Some people consider that a town, but on the map it's labeled as a museum of some size.
i119_2_an_NA_airport	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	119	22	31190	11195	12	an	NA	airport	The kids wondered if the rusty old car sitting in the lot would run.	But when they opened the hood they saw it didn't have an airport anymore.
i120_2_a__NA_city	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2a.scn	120	7	31200	11206	13	a	NA	city	At first Jill wanted to keep her great grandfather's portrait in her own private gallery.	Her sister convinced her that the valuable piece of art belonged in a city on display.
i121_2_a__NA_coach	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	121	40	31210	11214	13	a	NA	coach	The basketball team had some strengths and weaknesses.	Their defense was very strong but they did not have much of a coach since the playoffs.
i122_2_an_NA_offense	eeg_2	eeg_2_arcadj	D2	eeg_2_d	DAdj2b.scn	122	41	31220	11223	8	an	NA	offense	Mr. Barnes had accepted another position right before the season began.	Bobby's football team had been left without an offense and lost several games.
